,index,Month,Feel,Real,Humidity,Rain,Cloud,Air_quality,City
4222,10,nov,cold,very cold,damp,rainy,cloudy,clean,helsinki
4223,11,dec,freezing,freezing,nice,dry,cloudy,clean,helsinki
4224,0,jan,cold,very cold,damp,rainy,cloudy,clean,lyon
4225,1,feb,cool,cool,nice,dry,cloudy,clean,lyon
4226,2,mar,cool,cool,nice,dry,pockets,clean,lyon
4227,3,apr,cool,cool,nice,rainy,pockets,clean,lyon
4228,4,may,cool,cool,nice,rainy,cloudy,clean,lyon
4229,5,jun,warm,warm,nice,rainy,cloudy,clean,lyon
4230,6,jul,warm,warm,nice,rainy,cloudy,clean,lyon
4231,7,aug,mild,mild,nice,dry,pockets,clean,lyon
4232,8,sep,mild,mild,nice,rainy,cloudy,clean,lyon
4233,9,oct,cool,cool,damp,rainy,cloudy,clean,lyon
4234,10,nov,cold,cold,damp,rainy,cloudy,clean,lyon
4235,11,dec,cold,very cold,damp,rainy,cloudy,clean,lyon
4236,0,jan,cold,cold,damp,rainy,cloudy,clean,salem
4237,1,feb,cold,cold,damp,rainy,cloudy,clean,salem
4238,2,mar,cold,cold,damp,rainy,cloudy,clean,salem
4239,3,apr,cool,cool,nice,dry,pockets,clean,salem
4240,4,may,cool,cool,nice,dry,cloudy,clean,salem
4241,5,jun,warm,warm,nice,dry,pockets,clean,salem
4242,6,jul,warm,warm,nice,dry,pockets,clean,salem
4243,7,aug,warm,warm,nice,dry,pockets,clean,salem
4244,8,sep,mild,mild,nice,rainy,pockets,clean,salem
4245,9,oct,cool,cool,damp,rainy,cloudy,clean,salem
4246,10,nov,cool,cool,damp,rainy,cloudy,clean,salem
4247,11,dec,cold,cold,damp,rainy,cloudy,clean,salem
4248,0,jan,freezing,freezing,damp,rainy,cloudy,clean,moncton
4249,1,feb,freezing,freezing,damp,rainy,cloudy,clean,moncton
4250,2,mar,freezing,very cold,nice,rainy,cloudy,clean,moncton
4251,3,apr,cold,cold,damp,rainy,cloudy,clean,moncton
4252,4,may,cool,cool,damp,rainy,cloudy,clean,moncton
4253,5,jun,mild,mild,nice,rainy,pockets,clean,moncton
4254,6,jul,warm,warm,nice,rainy,cloudy,clean,moncton
4255,7,aug,warm,warm,nice,rainy,cloudy,clean,moncton
4256,8,sep,mild,mild,nice,rainy,pockets,clean,moncton
4257,9,oct,cool,cool,damp,rainy,cloudy,clean,moncton
4258,10,nov,cold,cold,damp,rainy,cloudy,clean,moncton
4259,11,dec,freezing,freezing,damp,rainy,cloudy,clean,moncton
4260,0,jan,cool,cool,nice,rainy,pockets,safe,javea
4261,1,feb,cool,cool,damp,dry,cloudy,seek shade,javea
4262,2,mar,cool,cool,damp,rainy,cloudy,seek shade,javea
4263,3,apr,cool,cool,damp,rainy,cloudy,seek shade,javea
4264,4,may,mild,mild,nice,rainy,cloudy,avoid sun,javea
4265,5,jun,warm,warm,nice,dry,pockets,avoid sun,javea
4266,6,jul,warm,warm,sweaty,dry,pockets,avoid sun,javea
4267,7,aug,hot,very warm,sweaty,dry,pockets,avoid sun,javea
4268,8,sep,warm,warm,sweaty,rainy,cloudy,seek shade,javea
4269,9,oct,mild,mild,nice,rainy,cloudy,seek shade,javea
4270,10,nov,cool,cool,nice,rainy,cloudy,safe,javea
4271,11,dec,cool,cool,nice,dry,pockets,safe,javea
4272,0,jan,cool,cool,damp,rainy,pockets,clean,port-arthur
4273,1,feb,cool,cool,damp,rainy,cloudy,clean,port-arthur
4274,2,mar,mild,mild,nice,rainy,cloudy,clean,port-arthur
4275,3,apr,warm,warm,nice,rainy,cloudy,clean,port-arthur
4276,4,may,warm,warm,nice,rainy,cloudy,clean,port-arthur
4277,5,jun,scorching,very warm,sweaty,rainy,cloudy,clean,port-arthur
4278,6,jul,hot,very warm,sweaty,rainy,cloudy,clean,port-arthur
4279,7,aug,scorching,hot,sweaty,rainy,pockets,clean,port-arthur
4280,8,sep,hot,very warm,sweaty,rainy,pockets,clean,port-arthur
4281,9,oct,hot,warm,sweaty,rainy,pockets,clean,port-arthur
4282,10,nov,mild,mild,nice,dry,pockets,clean,port-arthur
4283,11,dec,mild,mild,nice,rainy,cloudy,clean,port-arthur
4284,0,jan,cold,cold,nice,dry,pockets,bad,changzhou
4285,1,feb,cool,cool,damp,dry,cloudy,bad,changzhou
4286,2,mar,cool,cool,damp,rainy,cloudy,bad,changzhou
4287,3,apr,cool,cool,nice,dry,cloudy,bad,changzhou
4288,4,may,warm,warm,nice,rainy,overcast,bad,changzhou
4289,5,jun,hot,very warm,sweaty,rainy,cloudy,bad,changzhou
4290,6,jul,scorching,hot,sweaty,rainy,overcast,okay,changzhou
4291,7,aug,scorching,very warm,sweaty,rainy,cloudy,okay,changzhou
4292,8,sep,hot,very warm,sweaty,dry,cloudy,okay,changzhou
4293,9,oct,mild,mild,nice,rainy,cloudy,okay,changzhou
4294,10,nov,cool,cool,nice,dry,pockets,bad,changzhou
4295,11,dec,cool,cool,nice,dry,pockets,bad,changzhou
4296,0,jan,warm,warm,nice,dry,pockets,avoid sun,san-pedro-de-atacama
4297,1,feb,warm,warm,nice,dry,pockets,avoid sun,san-pedro-de-atacama
4298,2,mar,warm,warm,nice,dry,pockets,avoid sun,san-pedro-de-atacama
4299,3,apr,mild,mild,too dry,dry,clear,avoid sun,san-pedro-de-atacama
4300,4,may,mild,mild,too dry,dry,pockets,avoid sun,san-pedro-de-atacama
4301,5,jun,cool,cool,too dry,dry,pockets,avoid sun,san-pedro-de-atacama
4302,6,jul,mild,cool,too dry,dry,pockets,avoid sun,san-pedro-de-atacama
4303,7,aug,mild,cool,too dry,dry,clear,avoid sun,san-pedro-de-atacama
4304,8,sep,mild,mild,too dry,dry,pockets,avoid sun,san-pedro-de-atacama
4305,9,oct,mild,mild,too dry,dry,clear,avoid sun,san-pedro-de-atacama
4306,10,nov,warm,warm,too dry,dry,pockets,avoid sun,san-pedro-de-atacama
4307,11,dec,warm,warm,too dry,dry,cloudy,avoid sun,san-pedro-de-atacama
4308,0,jan,cold,very cold,nice,dry,cloudy,clean,beacon
4309,1,feb,freezing,freezing,nice,rainy,cloudy,clean,beacon
4310,2,mar,cold,cold,nice,rainy,pockets,clean,beacon
4311,3,apr,cool,cool,nice,rainy,cloudy,clean,beacon
4312,4,may,mild,mild,nice,rainy,pockets,clean,beacon
4313,5,jun,warm,warm,nice,rainy,cloudy,clean,beacon
4314,6,jul,warm,warm,nice,rainy,cloudy,clean,beacon
4315,7,aug,hot,warm,sweaty,rainy,cloudy,clean,beacon
4316,8,sep,warm,warm,nice,rainy,pockets,clean,beacon
4317,9,oct,mild,cool,nice,rainy,cloudy,clean,beacon
4318,10,nov,cold,cold,nice,dry,pockets,clean,beacon
4319,11,dec,cold,cold,nice,dry,cloudy,clean,beacon
4320,0,jan,cool,cool,nice,dry,pockets,bad,pokhara
4321,1,feb,mild,mild,nice,dry,pockets,clean,pokhara
4322,2,mar,warm,warm,nice,dry,pockets,okay,pokhara
4323,3,apr,warm,very warm,too dry,dry,pockets,okay,pokhara
4324,4,may,warm,warm,nice,rainy,cloudy,okay,pokhara
4325,5,jun,warm,warm,sweaty,rainy,cloudy,clean,pokhara
4326,6,jul,warm,warm,nice,rainy,overcast,clean,pokhara
4327,7,aug,warm,warm,nice,rainy,overcast,clean,pokhara
4328,8,sep,warm,warm,sweaty,rainy,cloudy,clean,pokhara
4329,9,oct,warm,warm,nice,rainy,pockets,okay,pokhara
4330,10,nov,mild,mild,nice,dry,cloudy,bad,pokhara
4331,11,dec,mild,mild,nice,dry,pockets,bad,pokhara
4332,0,jan,cool,cool,damp,rainy,cloudy,clean,valdosta
4333,1,feb,cool,cool,damp,rainy,cloudy,clean,valdosta
4334,2,mar,mild,mild,nice,rainy,cloudy,clean,valdosta
4335,3,apr,mild,mild,nice,rainy,pockets,clean,valdosta
4336,4,may,warm,warm,nice,dry,pockets,clean,valdosta
4337,5,jun,hot,very warm,sweaty,rainy,cloudy,clean,valdosta
4338,6,jul,scorching,very warm,sweaty,rainy,cloudy,clean,valdosta
4339,7,aug,scorching,hot,sweaty,rainy,cloudy,clean,valdosta
4340,8,sep,hot,very warm,sweaty,rainy,pockets,clean,valdosta
4341,9,oct,hot,warm,sweaty,rainy,pockets,clean,valdosta
4342,10,nov,mild,mild,nice,dry,pockets,clean,valdosta
4343,11,dec,mild,mild,nice,dry,cloudy,clean,valdosta
4344,0,jan,cold,cold,damp,rainy,pockets,clean,rocky-mount
4345,1,feb,cold,cold,damp,rainy,cloudy,clean,rocky-mount
4346,2,mar,cool,cool,nice,dry,cloudy,clean,rocky-mount
4347,3,apr,mild,mild,nice,dry,pockets,clean,rocky-mount
4348,4,may,warm,warm,nice,dry,pockets,clean,rocky-mount
4349,5,jun,hot,warm,sweaty,rainy,cloudy,clean,rocky-mount
4350,6,jul,hot,very warm,sweaty,rainy,pockets,clean,rocky-mount
4351,7,aug,hot,very warm,sweaty,rainy,pockets,clean,rocky-mount
4352,8,sep,warm,warm,sweaty,rainy,pockets,clean,rocky-mount
4353,9,oct,mild,mild,nice,rainy,pockets,clean,rocky-mount
4354,10,nov,cool,cool,nice,dry,pockets,clean,rocky-mount
4355,11,dec,cool,cool,damp,rainy,pockets,clean,rocky-mount
4356,0,jan,freezing,very cold,damp,rainy,cloudy,clean,huddersfield
4357,1,feb,cold,cold,damp,rainy,cloudy,clean,huddersfield
4358,2,mar,cold,cold,damp,rainy,cloudy,clean,huddersfield
4359,3,apr,cold,cold,damp,dry,cloudy,clean,huddersfield
4360,4,may,cool,cool,damp,rainy,cloudy,clean,huddersfield
4361,5,jun,cool,cool,damp,dry,cloudy,clean,huddersfield
4362,6,jul,mild,mild,nice,rainy,cloudy,clean,huddersfield
4363,7,aug,cool,cool,damp,rainy,cloudy,clean,huddersfield
4364,8,sep,cool,cool,damp,rainy,cloudy,clean,huddersfield
4365,9,oct,cool,cool,damp,rainy,cloudy,clean,huddersfield
4366,10,nov,cold,cold,damp,rainy,cloudy,clean,huddersfield
4367,11,dec,cold,very cold,damp,rainy,cloudy,clean,huddersfield
4368,0,jan,cool,cool,nice,rainy,cloudy,clean,columbus-ga
4369,1,feb,cool,cool,nice,rainy,cloudy,clean,columbus-ga
4370,2,mar,mild,mild,nice,rainy,pockets,clean,columbus-ga
4371,3,apr,mild,mild,nice,rainy,pockets,clean,columbus-ga
4372,4,may,warm,warm,nice,rainy,pockets,clean,columbus-ga
4373,5,jun,hot,very warm,sweaty,rainy,cloudy,clean,columbus-ga
4374,6,jul,hot,hot,sweaty,rainy,cloudy,clean,columbus-ga
4375,7,aug,hot,hot,sweaty,rainy,pockets,clean,columbus-ga
4376,8,sep,hot,very warm,nice,rainy,pockets,clean,columbus-ga
4377,9,oct,warm,warm,nice,rainy,pockets,clean,columbus-ga
4378,10,nov,cool,cool,nice,dry,pockets,clean,columbus-ga
4379,11,dec,mild,mild,nice,rainy,cloudy,clean,columbus-ga
4380,0,jan,cold,cold,nice,rainy,cloudy,clean,nashville
4381,1,feb,cold,cold,damp,rainy,cloudy,clean,nashville
4382,2,mar,cool,cool,nice,rainy,cloudy,clean,nashville
4383,3,apr,mild,mild,nice,rainy,pockets,clean,nashville
4384,4,may,mild,mild,nice,rainy,cloudy,clean,nashville
4385,5,jun,hot,very warm,sweaty,rainy,pockets,clean,nashville
4386,6,jul,hot,very warm,sweaty,rainy,pockets,clean,nashville
4387,7,aug,hot,very warm,sweaty,rainy,pockets,clean,nashville
4388,8,sep,warm,warm,nice,rainy,pockets,clean,nashville
4389,9,oct,mild,mild,nice,rainy,cloudy,clean,nashville
4390,10,nov,cool,cool,nice,dry,pockets,clean,nashville
4391,11,dec,cool,cool,damp,rainy,cloudy,clean,nashville
4392,0,jan,freezing,freezing,damp,rainy,cloudy,safe,rzeszow
4393,1,feb,freezing,very cold,damp,rainy,cloudy,safe,rzeszow
4394,2,mar,cold,cold,damp,dry,cloudy,safe,rzeszow
4395,3,apr,cold,cool,damp,rainy,cloudy,safe,rzeszow
4396,4,may,cool,cool,damp,rainy,cloudy,seek shade,rzeszow
4397,5,jun,warm,warm,nice,rainy,cloudy,seek shade,rzeszow
4398,6,jul,warm,warm,nice,rainy,cloudy,seek shade,rzeszow
4399,7,aug,warm,warm,nice,rainy,cloudy,seek shade,rzeszow
4400,8,sep,cool,cool,damp,rainy,cloudy,safe,rzeszow
4401,9,oct,cool,cool,damp,dry,cloudy,safe,rzeszow
4402,10,nov,cold,cold,damp,dry,cloudy,safe,rzeszow
4403,11,dec,freezing,very cold,damp,rainy,overcast,safe,rzeszow
4404,0,jan,freezing,very cold,damp,rainy,cloudy,clean,syracuse
4405,1,feb,freezing,freezing,nice,rainy,cloudy,clean,syracuse
4406,2,mar,cold,very cold,nice,rainy,cloudy,clean,syracuse
4407,3,apr,cool,cool,nice,rainy,cloudy,clean,syracuse
4408,4,may,cool,cool,nice,rainy,cloudy,clean,syracuse
4409,5,jun,warm,warm,nice,rainy,cloudy,clean,syracuse
4410,6,jul,warm,warm,nice,rainy,cloudy,clean,syracuse
4411,7,aug,hot,warm,sweaty,rainy,cloudy,clean,syracuse
4412,8,sep,mild,mild,nice,rainy,cloudy,clean,syracuse
4413,9,oct,cool,cool,nice,rainy,cloudy,clean,syracuse
4414,10,nov,cold,cold,damp,rainy,cloudy,clean,syracuse
4415,11,dec,cold,very cold,damp,rainy,cloudy,clean,syracuse
4416,0,jan,cool,cool,damp,rainy,cloudy,okay,sacramento
4417,1,feb,cool,cool,nice,dry,pockets,clean,sacramento
4418,2,mar,cool,cool,nice,dry,pockets,clean,sacramento
4419,3,apr,mild,mild,nice,dry,pockets,clean,sacramento
4420,4,may,warm,warm,nice,dry,pockets,clean,sacramento
4421,5,jun,warm,very warm,nice,dry,clear,clean,sacramento
4422,6,jul,hot,hot,nice,dry,clear,clean,sacramento
4423,7,aug,hot,hot,nice,dry,clear,clean,sacramento
4424,8,sep,warm,very warm,nice,dry,clear,clean,sacramento
4425,9,oct,mild,mild,nice,rainy,pockets,clean,sacramento
4426,10,nov,cool,cool,damp,dry,pockets,okay,sacramento
4427,11,dec,cold,cold,damp,rainy,cloudy,clean,sacramento
4428,0,jan,freezing,very cold,damp,rainy,cloudy,clean,youngstown
4429,1,feb,freezing,freezing,damp,rainy,cloudy,clean,youngstown
4430,2,mar,cool,cool,nice,rainy,pockets,clean,youngstown
4431,3,apr,cool,cool,nice,rainy,cloudy,clean,youngstown
4432,4,may,mild,mild,nice,rainy,cloudy,clean,youngstown
4433,5,jun,warm,warm,nice,rainy,pockets,clean,youngstown
4434,6,jul,warm,warm,nice,rainy,cloudy,clean,youngstown
4435,7,aug,hot,warm,sweaty,rainy,pockets,clean,youngstown
4436,8,sep,mild,mild,nice,rainy,pockets,clean,youngstown
4437,9,oct,mild,mild,nice,rainy,cloudy,clean,youngstown
4438,10,nov,cold,cold,nice,rainy,cloudy,clean,youngstown
4439,11,dec,cold,cold,damp,rainy,cloudy,clean,youngstown
4440,0,jan,cool,cool,nice,rainy,pockets,clean,augusta
4441,1,feb,cool,cool,damp,rainy,cloudy,clean,augusta
4442,2,mar,mild,mild,nice,rainy,pockets,clean,augusta
4443,3,apr,warm,warm,nice,rainy,pockets,clean,augusta
4444,4,may,warm,warm,nice,rainy,pockets,clean,augusta
4445,5,jun,hot,very warm,sweaty,rainy,cloudy,clean,augusta
4446,6,jul,scorching,hot,sweaty,rainy,pockets,clean,augusta
4447,7,aug,scorching,hot,sweaty,rainy,pockets,okay,augusta
4448,8,sep,hot,very warm,nice,rainy,pockets,clean,augusta
4449,9,oct,warm,warm,nice,rainy,pockets,clean,augusta
4450,10,nov,cool,cool,nice,dry,pockets,clean,augusta
4451,11,dec,cool,cool,damp,rainy,cloudy,clean,augusta
4452,0,jan,cool,cool,damp,rainy,pockets,clean,tyler
4453,1,feb,cool,cool,damp,rainy,cloudy,clean,tyler
4454,2,mar,mild,mild,nice,rainy,pockets,clean,tyler
4455,3,apr,mild,mild,nice,rainy,cloudy,clean,tyler
4456,4,may,warm,warm,nice,rainy,cloudy,clean,tyler
4457,5,jun,hot,very warm,sweaty,rainy,pockets,clean,tyler
4458,6,jul,hot,very warm,sweaty,rainy,pockets,clean,tyler
4459,7,aug,scorching,hot,sweaty,rainy,pockets,clean,tyler
4460,8,sep,hot,very warm,sweaty,dry,pockets,clean,tyler
4461,9,oct,warm,warm,sweaty,rainy,pockets,clean,tyler
4462,10,nov,mild,mild,nice,dry,pockets,clean,tyler
4463,11,dec,mild,mild,nice,rainy,cloudy,clean,tyler
4464,0,jan,cool,cool,nice,rainy,pockets,okay,tijuana
4465,1,feb,cool,cool,damp,dry,pockets,okay,tijuana
4466,2,mar,cool,cool,damp,rainy,pockets,okay,tijuana
4467,3,apr,mild,cool,nice,dry,cloudy,okay,tijuana
4468,4,may,mild,cool,nice,dry,cloudy,okay,tijuana
4469,5,jun,mild,mild,nice,dry,pockets,okay,tijuana
4470,6,jul,warm,warm,nice,dry,pockets,okay,tijuana
4471,7,aug,warm,warm,nice,dry,pockets,okay,tijuana
4472,8,sep,mild,mild,nice,dry,pockets,okay,tijuana
4473,9,oct,mild,mild,nice,dry,pockets,okay,tijuana
4474,10,nov,mild,mild,nice,dry,pockets,okay,tijuana
4475,11,dec,cool,cool,damp,rainy,cloudy,okay,tijuana
4476,0,jan,cold,very cold,damp,rainy,cloudy,clean,bristol
4477,1,feb,cold,cold,damp,rainy,cloudy,clean,bristol
4478,2,mar,cold,cool,damp,dry,cloudy,clean,bristol
4479,3,apr,cold,cold,nice,dry,pockets,clean,bristol
4480,4,may,cool,cool,damp,rainy,cloudy,clean,bristol
4481,5,jun,mild,mild,nice,rainy,cloudy,clean,bristol
4482,6,jul,mild,mild,nice,rainy,cloudy,clean,bristol
4483,7,aug,mild,mild,nice,rainy,cloudy,clean,bristol
4484,8,sep,mild,mild,nice,dry,cloudy,clean,bristol
4485,9,oct,cool,cool,damp,rainy,cloudy,clean,bristol
4486,10,nov,cool,cool,damp,dry,cloudy,clean,bristol
4487,11,dec,cold,cold,damp,rainy,cloudy,clean,bristol
4488,0,jan,freezing,very cold,damp,dry,cloudy,clean,detroit
4489,1,feb,freezing,freezing,damp,dry,cloudy,clean,detroit
4490,2,mar,cold,cold,nice,rainy,pockets,clean,detroit
4491,3,apr,cool,cool,nice,rainy,cloudy,clean,detroit
4492,4,may,cool,cool,nice,rainy,cloudy,clean,detroit
4493,5,jun,warm,warm,sweaty,rainy,pockets,clean,detroit
4494,6,jul,warm,warm,sweaty,rainy,pockets,clean,detroit
4495,7,aug,hot,very warm,sweaty,rainy,pockets,clean,detroit
4496,8,sep,mild,mild,nice,rainy,pockets,clean,detroit
4497,9,oct,mild,mild,nice,rainy,cloudy,clean,detroit
4498,10,nov,cold,cold,nice,dry,cloudy,clean,detroit
4499,11,dec,cold,very cold,damp,rainy,cloudy,clean,detroit
4500,0,jan,mild,mild,nice,dry,cloudy,avoid sun,da-lat
4501,1,feb,mild,mild,nice,dry,cloudy,avoid sun,da-lat
4502,2,mar,warm,warm,nice,dry,pockets,avoid sun,da-lat
4503,3,apr,warm,warm,nice,rainy,cloudy,avoid sun,da-lat
4504,4,may,mild,mild,nice,rainy,cloudy,avoid sun,da-lat
4505,5,jun,mild,mild,nice,rainy,cloudy,avoid sun,da-lat
4506,6,jul,mild,mild,nice,rainy,overcast,avoid sun,da-lat
4507,7,aug,mild,mild,nice,rainy,overcast,avoid sun,da-lat
4508,8,sep,mild,mild,nice,rainy,overcast,avoid sun,da-lat
4509,9,oct,mild,mild,nice,rainy,overcast,avoid sun,da-lat
4510,10,nov,mild,mild,nice,rainy,overcast,avoid sun,da-lat
4511,11,dec,mild,mild,nice,dry,cloudy,avoid sun,da-lat
4512,0,jan,freezing,very cold,damp,rainy,cloudy,clean,bremen
4513,1,feb,cold,very cold,damp,dry,cloudy,clean,bremen
4514,2,mar,cold,cold,damp,rainy,cloudy,clean,bremen
4515,3,apr,cold,cold,damp,rainy,cloudy,clean,bremen
4516,4,may,cool,cool,damp,rainy,cloudy,clean,bremen
4517,5,jun,mild,mild,nice,rainy,cloudy,clean,bremen
4518,6,jul,mild,mild,nice,rainy,cloudy,clean,bremen
4519,7,aug,mild,mild,nice,rainy,cloudy,clean,bremen
4520,8,sep,mild,mild,nice,dry,cloudy,clean,bremen
4521,9,oct,cool,cool,damp,dry,cloudy,clean,bremen
4522,10,nov,cold,cold,damp,dry,cloudy,clean,bremen
4523,11,dec,cold,very cold,damp,rainy,cloudy,clean,bremen
4524,0,jan,hot,warm,sweaty,rainy,overcast,avoid sun,semarang
4525,1,feb,hot,warm,sweaty,rainy,overcast,avoid sun,semarang
4526,2,mar,hot,very warm,sweaty,rainy,cloudy,avoid sun,semarang
4527,3,apr,hot,very warm,sweaty,rainy,cloudy,avoid sun,semarang
4528,4,may,hot,very warm,sweaty,rainy,cloudy,avoid sun,semarang
4529,5,jun,hot,very warm,sweaty,rainy,cloudy,avoid sun,semarang
4530,6,jul,hot,very warm,sweaty,dry,cloudy,avoid sun,semarang
4531,7,aug,hot,very warm,sweaty,rainy,cloudy,avoid sun,semarang
4532,8,sep,hot,hot,sweaty,rainy,cloudy,avoid sun,semarang
4533,9,oct,hot,hot,sweaty,rainy,cloudy,avoid sun,semarang
4534,10,nov,hot,very warm,sweaty,rainy,overcast,avoid sun,semarang
4535,11,dec,hot,very warm,sweaty,rainy,overcast,avoid sun,semarang
4536,0,jan,hot,very warm,sweaty,rainy,cloudy,bad,makati
4537,1,feb,hot,very warm,sweaty,rainy,cloudy,bad,makati
4538,2,mar,hot,hot,sweaty,dry,cloudy,bad,makati
4539,3,apr,scorching,hot,sweaty,dry,cloudy,bad,makati
4540,4,may,scorching,hot,sweaty,rainy,cloudy,okay,makati
4541,5,jun,scorching,hot,sweaty,rainy,overcast,okay,makati
4542,6,jul,hot,very warm,sweaty,rainy,overcast,okay,makati
4543,7,aug,hot,very warm,sweaty,rainy,overcast,okay,makati
4544,8,sep,hot,hot,sweaty,rainy,cloudy,okay,makati
4545,9,oct,hot,very warm,sweaty,rainy,overcast,okay,makati
4546,10,nov,hot,hot,sweaty,dry,cloudy,bad,makati
4547,11,dec,hot,very warm,sweaty,rainy,cloudy,bad,makati
4548,0,jan,warm,warm,nice,rainy,cloudy,avoid sun,brasilia
4549,1,feb,warm,warm,nice,rainy,cloudy,avoid sun,brasilia
4550,2,mar,warm,warm,nice,rainy,cloudy,avoid sun,brasilia
4551,3,apr,warm,warm,nice,rainy,cloudy,avoid sun,brasilia
4552,4,may,warm,warm,nice,dry,pockets,avoid sun,brasilia
4553,5,jun,warm,warm,nice,dry,pockets,avoid sun,brasilia
4554,6,jul,warm,warm,nice,dry,pockets,avoid sun,brasilia
4555,7,aug,warm,warm,nice,dry,pockets,avoid sun,brasilia
4556,8,sep,warm,very warm,too dry,dry,pockets,avoid sun,brasilia
4557,9,oct,warm,warm,sweaty,rainy,cloudy,avoid sun,brasilia
4558,10,nov,warm,warm,nice,rainy,overcast,avoid sun,brasilia
4559,11,dec,warm,warm,nice,rainy,cloudy,avoid sun,brasilia
4560,0,jan,mild,mild,nice,dry,pockets,bad,varanasi
4561,1,feb,warm,warm,nice,dry,clear,bad,varanasi
4562,2,mar,hot,hot,too dry,dry,clear,bad,varanasi
4563,3,apr,hot,hot,too dry,dry,pockets,bad,varanasi
4564,4,may,scorching,hot,nice,rainy,pockets,bad,varanasi
4565,5,jun,scorching,hot,sweaty,rainy,cloudy,bad,varanasi
4566,6,jul,scorching,hot,sweaty,rainy,overcast,bad,varanasi
4567,7,aug,scorching,hot,sweaty,rainy,overcast,bad,varanasi
4568,8,sep,scorching,hot,sweaty,rainy,cloudy,bad,varanasi
4569,9,oct,hot,very warm,nice,rainy,pockets,bad,varanasi
4570,10,nov,warm,warm,nice,dry,pockets,bad,varanasi
4571,11,dec,mild,mild,nice,dry,pockets,bad,varanasi
4572,0,jan,hot,very warm,sweaty,rainy,cloudy,bad,thiruvananthapuram
4573,1,feb,hot,very warm,sweaty,dry,pockets,bad,thiruvananthapuram
4574,2,mar,hot,hot,sweaty,rainy,pockets,bad,thiruvananthapuram
4575,3,apr,scorching,hot,sweaty,rainy,cloudy,okay,thiruvananthapuram
4576,4,may,hot,very warm,sweaty,rainy,cloudy,okay,thiruvananthapuram
4577,5,jun,hot,very warm,sweaty,rainy,cloudy,okay,thiruvananthapuram
4578,6,jul,hot,very warm,sweaty,rainy,cloudy,okay,thiruvananthapuram
4579,7,aug,hot,very warm,sweaty,rainy,cloudy,clean,thiruvananthapuram
4580,8,sep,hot,very warm,sweaty,rainy,cloudy,okay,thiruvananthapuram
4581,9,oct,hot,very warm,sweaty,rainy,cloudy,okay,thiruvananthapuram
4582,10,nov,hot,very warm,sweaty,rainy,overcast,okay,thiruvananthapuram
4583,11,dec,hot,very warm,sweaty,rainy,pockets,bad,thiruvananthapuram
4584,0,jan,freezing,freezing,nice,dry,cloudy,clean,bismarck
4585,1,feb,freezing,freezing,nice,dry,pockets,clean,bismarck
4586,2,mar,cold,cool,nice,dry,pockets,clean,bismarck
4587,3,apr,cold,cool,nice,dry,pockets,clean,bismarck
4588,4,may,cool,cool,nice,dry,pockets,clean,bismarck
4589,5,jun,warm,warm,nice,dry,pockets,clean,bismarck
4590,6,jul,hot,hot,nice,dry,pockets,clean,bismarck
4591,7,aug,warm,warm,nice,dry,pockets,clean,bismarck
4592,8,sep,mild,mild,nice,dry,pockets,clean,bismarck
4593,9,oct,cool,cool,nice,rainy,cloudy,clean,bismarck
4594,10,nov,cold,cold,nice,dry,pockets,clean,bismarck
4595,11,dec,freezing,freezing,nice,dry,cloudy,clean,bismarck
4596,0,jan,hot,warm,sweaty,rainy,pockets,avoid sun,montego-bay
4597,1,feb,warm,warm,sweaty,rainy,pockets,avoid sun,montego-bay
4598,2,mar,warm,warm,nice,rainy,pockets,avoid sun,montego-bay
4599,3,apr,hot,warm,sweaty,rainy,pockets,avoid sun,montego-bay
4600,4,may,hot,very warm,sweaty,rainy,pockets,avoid sun,montego-bay
4601,5,jun,hot,very warm,sweaty,rainy,pockets,avoid sun,montego-bay
4602,6,jul,hot,very warm,sweaty,rainy,pockets,avoid sun,montego-bay
4603,7,aug,hot,very warm,sweaty,rainy,pockets,avoid sun,montego-bay
4604,8,sep,hot,very warm,sweaty,rainy,pockets,avoid sun,montego-bay
4605,9,oct,hot,very warm,sweaty,rainy,pockets,avoid sun,montego-bay
4606,10,nov,hot,very warm,sweaty,rainy,pockets,avoid sun,montego-bay
4607,11,dec,hot,warm,sweaty,rainy,pockets,avoid sun,montego-bay
4608,0,jan,cool,cool,nice,rainy,pockets,clean,victoria-tx
4609,1,feb,mild,mild,nice,dry,cloudy,clean,victoria-tx
4610,2,mar,mild,mild,nice,dry,cloudy,clean,victoria-tx
4611,3,apr,warm,warm,nice,dry,cloudy,clean,victoria-tx
4612,4,may,hot,warm,sweaty,rainy,cloudy,clean,victoria-tx
4613,5,jun,scorching,hot,sweaty,rainy,pockets,clean,victoria-tx
4614,6,jul,hot,very warm,sweaty,rainy,pockets,clean,victoria-tx
4615,7,aug,scorching,hot,sweaty,rainy,pockets,clean,victoria-tx
4616,8,sep,scorching,hot,sweaty,rainy,pockets,clean,victoria-tx
4617,9,oct,hot,very warm,sweaty,rainy,pockets,clean,victoria-tx
4618,10,nov,mild,mild,nice,rainy,pockets,clean,victoria-tx
4619,11,dec,warm,warm,nice,dry,cloudy,clean,victoria-tx
4620,0,jan,freezing,very cold,damp,rainy,cloudy,clean,rochester
4621,1,feb,freezing,freezing,nice,rainy,cloudy,clean,rochester
4622,2,mar,cold,cold,nice,dry,pockets,clean,rochester
4623,3,apr,cool,cool,nice,rainy,cloudy,clean,rochester
