,index,Month,Feel,Real,Humidity,Rain,Cloud,Air_quality,City
6279,3,apr,hot,hot,nice,rainy,pockets,bad,guwahati
6280,4,may,hot,very warm,sweaty,rainy,cloudy,bad,guwahati
6281,5,jun,scorching,very warm,sweaty,rainy,cloudy,okay,guwahati
6282,6,jul,scorching,very warm,sweaty,rainy,overcast,okay,guwahati
6283,7,aug,hot,very warm,sweaty,rainy,overcast,okay,guwahati
6284,8,sep,scorching,hot,sweaty,rainy,cloudy,okay,guwahati
6285,9,oct,hot,very warm,sweaty,rainy,pockets,bad,guwahati
6286,10,nov,warm,warm,nice,dry,pockets,bad,guwahati
6287,11,dec,warm,warm,nice,dry,pockets,bad,guwahati
6288,0,jan,cool,cool,nice,dry,cloudy,clean,tunis
6289,1,feb,cool,cool,nice,dry,pockets,clean,tunis
6290,2,mar,cool,cool,nice,rainy,pockets,clean,tunis
6291,3,apr,mild,mild,nice,dry,cloudy,clean,tunis
6292,4,may,warm,warm,nice,dry,pockets,clean,tunis
6293,5,jun,hot,very warm,nice,dry,cloudy,clean,tunis
6294,6,jul,hot,hot,nice,dry,pockets,clean,tunis
6295,7,aug,scorching,hot,nice,dry,pockets,clean,tunis
6296,8,sep,hot,very warm,nice,dry,cloudy,clean,tunis
6297,9,oct,mild,mild,nice,rainy,pockets,clean,tunis
6298,10,nov,mild,mild,nice,dry,cloudy,clean,tunis
6299,11,dec,cool,cool,nice,dry,pockets,clean,tunis
6300,0,jan,cool,cool,nice,dry,pockets,clean,enterprise
6301,1,feb,cool,cool,too dry,dry,pockets,clean,enterprise
6302,2,mar,cool,cool,too dry,dry,pockets,clean,enterprise
6303,3,apr,warm,warm,too dry,dry,pockets,clean,enterprise
6304,4,may,warm,very warm,too dry,dry,clear,clean,enterprise
6305,5,jun,hot,hot,too dry,dry,pockets,clean,enterprise
6306,6,jul,hot,hot,too dry,dry,pockets,clean,enterprise
6307,7,aug,hot,hot,too dry,dry,clear,clean,enterprise
6308,8,sep,warm,hot,too dry,dry,clear,clean,enterprise
6309,9,oct,mild,mild,nice,dry,pockets,clean,enterprise
6310,10,nov,mild,mild,too dry,dry,pockets,clean,enterprise
6311,11,dec,cool,cool,nice,dry,pockets,clean,enterprise
6312,0,jan,cool,cool,nice,rainy,pockets,seek shade,killeen
6313,1,feb,cool,cool,damp,dry,pockets,seek shade,killeen
6314,2,mar,mild,mild,nice,rainy,pockets,avoid sun,killeen
6315,3,apr,mild,mild,nice,rainy,cloudy,avoid sun,killeen
6316,4,may,warm,warm,nice,rainy,cloudy,avoid sun,killeen
6317,5,jun,hot,hot,sweaty,rainy,pockets,avoid sun,killeen
6318,6,jul,hot,hot,sweaty,rainy,pockets,avoid sun,killeen
6319,7,aug,scorching,hot,sweaty,rainy,pockets,avoid sun,killeen
6320,8,sep,hot,hot,nice,dry,pockets,avoid sun,killeen
6321,9,oct,warm,warm,nice,rainy,pockets,avoid sun,killeen
6322,10,nov,mild,mild,nice,dry,pockets,seek shade,killeen
6323,11,dec,mild,mild,nice,dry,pockets,seek shade,killeen
6324,0,jan,cool,cool,nice,rainy,cloudy,seek shade,chania
6325,1,feb,cool,cool,nice,rainy,pockets,seek shade,chania
6326,2,mar,cool,cool,nice,rainy,pockets,seek shade,chania
6327,3,apr,mild,mild,nice,dry,pockets,avoid sun,chania
6328,4,may,warm,warm,nice,dry,pockets,avoid sun,chania
6329,5,jun,warm,warm,nice,dry,clear,avoid sun,chania
6330,6,jul,hot,very warm,nice,dry,clear,avoid sun,chania
6331,7,aug,hot,very warm,nice,dry,clear,avoid sun,chania
6332,8,sep,warm,warm,nice,dry,clear,avoid sun,chania
6333,9,oct,mild,mild,nice,dry,pockets,seek shade,chania
6334,10,nov,mild,mild,nice,dry,cloudy,seek shade,chania
6335,11,dec,cool,cool,nice,rainy,cloudy,safe,chania
6336,0,jan,freezing,freezing,damp,rainy,overcast,clean,jyvaskyla
6337,1,feb,freezing,freezing,nice,rainy,cloudy,okay,jyvaskyla
6338,2,mar,freezing,very cold,damp,dry,cloudy,okay,jyvaskyla
6339,3,apr,cold,very cold,damp,rainy,cloudy,okay,jyvaskyla
6340,4,may,cool,cool,damp,rainy,cloudy,okay,jyvaskyla
6341,5,jun,mild,mild,nice,dry,cloudy,clean,jyvaskyla
6342,6,jul,warm,warm,nice,dry,cloudy,clean,jyvaskyla
6343,7,aug,cool,cool,nice,rainy,cloudy,clean,jyvaskyla
6344,8,sep,cold,cool,damp,dry,cloudy,okay,jyvaskyla
6345,9,oct,cold,cold,damp,rainy,overcast,clean,jyvaskyla
6346,10,nov,cold,very cold,damp,dry,cloudy,clean,jyvaskyla
6347,11,dec,freezing,freezing,damp,dry,cloudy,clean,jyvaskyla
6348,0,jan,cool,cool,nice,rainy,pockets,seek shade,temple
6349,1,feb,cool,cool,damp,rainy,cloudy,seek shade,temple
6350,2,mar,mild,mild,nice,dry,pockets,avoid sun,temple
6351,3,apr,mild,mild,nice,rainy,cloudy,avoid sun,temple
6352,4,may,warm,warm,nice,rainy,cloudy,avoid sun,temple
6353,5,jun,scorching,hot,sweaty,rainy,pockets,avoid sun,temple
6354,6,jul,hot,very warm,sweaty,rainy,pockets,avoid sun,temple
6355,7,aug,scorching,hot,sweaty,rainy,pockets,avoid sun,temple
6356,8,sep,hot,hot,nice,dry,pockets,avoid sun,temple
6357,9,oct,warm,warm,nice,rainy,pockets,avoid sun,temple
6358,10,nov,mild,mild,nice,dry,pockets,seek shade,temple
6359,11,dec,mild,mild,nice,dry,cloudy,seek shade,temple
6360,0,jan,cold,very cold,damp,rainy,cloudy,clean,glasgow
6361,1,feb,cold,cold,damp,rainy,cloudy,clean,glasgow
6362,2,mar,cold,cold,damp,rainy,cloudy,clean,glasgow
6363,3,apr,cold,cool,nice,dry,cloudy,clean,glasgow
6364,4,may,cool,cool,damp,rainy,cloudy,clean,glasgow
6365,5,jun,cool,cool,damp,dry,cloudy,clean,glasgow
6366,6,jul,mild,mild,nice,rainy,cloudy,clean,glasgow
6367,7,aug,mild,cool,nice,rainy,cloudy,clean,glasgow
6368,8,sep,cool,cool,damp,rainy,cloudy,clean,glasgow
6369,9,oct,cool,cool,damp,rainy,cloudy,clean,glasgow
6370,10,nov,cold,cold,damp,rainy,cloudy,clean,glasgow
6371,11,dec,cold,very cold,damp,rainy,cloudy,clean,glasgow
6372,0,jan,cool,cool,nice,rainy,pockets,clean,marbella
6373,1,feb,cool,cool,nice,dry,cloudy,clean,marbella
6374,2,mar,mild,cool,nice,rainy,pockets,clean,marbella
6375,3,apr,mild,mild,nice,rainy,cloudy,clean,marbella
6376,4,may,mild,mild,nice,dry,pockets,clean,marbella
6377,5,jun,warm,warm,nice,dry,pockets,clean,marbella
6378,6,jul,warm,very warm,nice,dry,clear,clean,marbella
6379,7,aug,hot,very warm,nice,dry,pockets,clean,marbella
6380,8,sep,warm,warm,nice,rainy,pockets,clean,marbella
6381,9,oct,warm,warm,nice,dry,pockets,clean,marbella
6382,10,nov,mild,mild,nice,dry,pockets,clean,marbella
6383,11,dec,mild,cool,nice,rainy,pockets,clean,marbella
6384,0,jan,cold,very cold,damp,rainy,pockets,clean,new-haven
6385,1,feb,cold,very cold,damp,rainy,cloudy,clean,new-haven
6386,2,mar,cold,cold,nice,rainy,pockets,clean,new-haven
6387,3,apr,cool,cool,damp,rainy,pockets,clean,new-haven
6388,4,may,cool,cool,nice,rainy,cloudy,clean,new-haven
6389,5,jun,warm,warm,nice,rainy,cloudy,clean,new-haven
6390,6,jul,warm,warm,sweaty,rainy,cloudy,clean,new-haven
6391,7,aug,warm,warm,nice,rainy,cloudy,clean,new-haven
6392,8,sep,warm,warm,nice,rainy,pockets,clean,new-haven
6393,9,oct,mild,mild,nice,rainy,pockets,clean,new-haven
6394,10,nov,cold,cold,damp,rainy,pockets,clean,new-haven
6395,11,dec,cold,very cold,damp,dry,cloudy,clean,new-haven
6396,0,jan,cool,cool,nice,rainy,pockets,safe,menorca
6397,1,feb,cool,cool,nice,dry,pockets,seek shade,menorca
6398,2,mar,cool,cool,nice,dry,pockets,seek shade,menorca
6399,3,apr,cool,cool,nice,dry,cloudy,seek shade,menorca
6400,4,may,mild,mild,nice,dry,pockets,avoid sun,menorca
6401,5,jun,warm,warm,nice,dry,pockets,avoid sun,menorca
6402,6,jul,warm,very warm,nice,dry,clear,avoid sun,menorca
6403,7,aug,hot,very warm,nice,dry,pockets,avoid sun,menorca
6404,8,sep,warm,warm,nice,rainy,pockets,seek shade,menorca
6405,9,oct,mild,mild,nice,dry,pockets,seek shade,menorca
6406,10,nov,cool,cool,nice,rainy,cloudy,safe,menorca
6407,11,dec,cool,cool,nice,dry,pockets,safe,menorca
6408,0,jan,mild,mild,nice,dry,clear,seek shade,hermosillo
6409,1,feb,warm,warm,nice,dry,pockets,avoid sun,hermosillo
6410,2,mar,warm,warm,too dry,dry,pockets,avoid sun,hermosillo
6411,3,apr,warm,very warm,too dry,dry,clear,avoid sun,hermosillo
6412,4,may,hot,hot,too dry,dry,clear,avoid sun,hermosillo
6413,5,jun,scorching,hot,nice,dry,pockets,avoid sun,hermosillo
6414,6,jul,scorching,hot,nice,rainy,cloudy,avoid sun,hermosillo
6415,7,aug,scorching,hot,nice,rainy,pockets,avoid sun,hermosillo
6416,8,sep,scorching,hot,nice,rainy,pockets,avoid sun,hermosillo
6417,9,oct,warm,very warm,nice,dry,clear,avoid sun,hermosillo
6418,10,nov,warm,very warm,nice,dry,pockets,seek shade,hermosillo
6419,11,dec,mild,mild,nice,dry,pockets,seek shade,hermosillo
6420,0,jan,warm,warm,nice,rainy,pockets,avoid sun,mar-del-plata
6421,1,feb,mild,mild,nice,rainy,pockets,avoid sun,mar-del-plata
6422,2,mar,mild,mild,nice,rainy,pockets,avoid sun,mar-del-plata
6423,3,apr,mild,mild,nice,rainy,pockets,seek shade,mar-del-plata
6424,4,may,cool,cool,damp,rainy,cloudy,safe,mar-del-plata
6425,5,jun,cool,cool,damp,dry,cloudy,safe,mar-del-plata
6426,6,jul,cool,cool,damp,dry,cloudy,safe,mar-del-plata
6427,7,aug,cool,cool,damp,dry,cloudy,seek shade,mar-del-plata
6428,8,sep,cool,cool,damp,rainy,cloudy,seek shade,mar-del-plata
6429,9,oct,cool,cool,damp,dry,pockets,avoid sun,mar-del-plata
6430,10,nov,mild,mild,nice,dry,cloudy,avoid sun,mar-del-plata
6431,11,dec,mild,mild,nice,dry,cloudy,avoid sun,mar-del-plata
6432,0,jan,mild,mild,nice,dry,pockets,clean,la-serena
6433,1,feb,mild,mild,nice,dry,pockets,okay,la-serena
6434,2,mar,mild,mild,nice,dry,pockets,okay,la-serena
6435,3,apr,cool,cool,nice,dry,pockets,okay,la-serena
6436,4,may,cool,cool,nice,dry,cloudy,okay,la-serena
6437,5,jun,cool,cool,damp,dry,pockets,okay,la-serena
6438,6,jul,cool,cool,damp,dry,pockets,okay,la-serena
6439,7,aug,cool,cool,damp,dry,pockets,okay,la-serena
6440,8,sep,cool,cool,damp,dry,pockets,clean,la-serena
6441,9,oct,cool,cool,damp,dry,pockets,clean,la-serena
6442,10,nov,mild,cool,nice,dry,pockets,clean,la-serena
6443,11,dec,mild,mild,nice,dry,pockets,clean,la-serena
6444,0,jan,cold,cool,nice,rainy,cloudy,bad,budva
6445,1,feb,cool,cool,nice,rainy,pockets,okay,budva
6446,2,mar,cool,cool,nice,rainy,pockets,okay,budva
6447,3,apr,cool,cool,nice,rainy,cloudy,okay,budva
6448,4,may,mild,mild,nice,rainy,cloudy,okay,budva
6449,5,jun,warm,warm,nice,dry,pockets,okay,budva
6450,6,jul,warm,very warm,nice,dry,pockets,okay,budva
6451,7,aug,hot,very warm,nice,rainy,pockets,okay,budva
6452,8,sep,warm,warm,nice,dry,pockets,okay,budva
6453,9,oct,mild,mild,nice,rainy,pockets,okay,budva
6454,10,nov,cool,cool,nice,rainy,cloudy,okay,budva
6455,11,dec,cool,cool,nice,rainy,cloudy,okay,budva
6456,0,jan,cold,very cold,damp,rainy,cloudy,clean,columbia
6457,1,feb,freezing,freezing,nice,dry,cloudy,clean,columbia
6458,2,mar,cool,cool,nice,rainy,cloudy,clean,columbia
6459,3,apr,cool,cool,nice,rainy,pockets,clean,columbia
6460,4,may,mild,mild,nice,rainy,cloudy,clean,columbia
6461,5,jun,warm,very warm,nice,rainy,pockets,clean,columbia
6462,6,jul,hot,very warm,sweaty,rainy,pockets,clean,columbia
6463,7,aug,hot,very warm,sweaty,rainy,pockets,okay,columbia
6464,8,sep,warm,very warm,nice,rainy,pockets,clean,columbia
6465,9,oct,mild,mild,nice,rainy,cloudy,clean,columbia
6466,10,nov,cool,cool,nice,dry,pockets,clean,columbia
6467,11,dec,cold,cold,nice,dry,pockets,clean,columbia
6468,0,jan,cold,very cold,damp,rainy,overcast,clean,dortmund
6469,1,feb,cold,cold,damp,rainy,cloudy,clean,dortmund
6470,2,mar,cold,cool,damp,rainy,cloudy,clean,dortmund
6471,3,apr,cool,cool,damp,dry,cloudy,clean,dortmund
6472,4,may,cool,cool,damp,rainy,cloudy,clean,dortmund
6473,5,jun,mild,mild,nice,rainy,cloudy,clean,dortmund
6474,6,jul,mild,mild,nice,rainy,cloudy,clean,dortmund
6475,7,aug,mild,mild,nice,rainy,cloudy,clean,dortmund
6476,8,sep,mild,mild,nice,dry,cloudy,clean,dortmund
6477,9,oct,cool,cool,damp,rainy,cloudy,clean,dortmund
6478,10,nov,cold,cold,damp,dry,cloudy,clean,dortmund
6479,11,dec,cold,very cold,damp,rainy,overcast,clean,dortmund
6480,0,jan,cold,very cold,damp,dry,cloudy,okay,gwangju
6481,1,feb,cold,cold,nice,dry,pockets,okay,gwangju
6482,2,mar,cool,cool,nice,rainy,cloudy,bad,gwangju
6483,3,apr,cool,cool,nice,rainy,cloudy,okay,gwangju
6484,4,may,mild,mild,nice,rainy,cloudy,okay,gwangju
6485,5,jun,hot,warm,sweaty,rainy,cloudy,okay,gwangju
6486,6,jul,hot,very warm,sweaty,rainy,cloudy,okay,gwangju
6487,7,aug,hot,very warm,sweaty,rainy,cloudy,okay,gwangju
6488,8,sep,warm,warm,nice,rainy,cloudy,okay,gwangju
6489,9,oct,mild,mild,nice,dry,pockets,okay,gwangju
6490,10,nov,cool,cool,nice,rainy,cloudy,okay,gwangju
6491,11,dec,cold,cold,nice,dry,cloudy,okay,gwangju
6492,0,jan,mild,mild,nice,dry,pockets,bad,agra
6493,1,feb,warm,warm,nice,dry,clear,bad,agra
6494,2,mar,hot,hot,too dry,dry,clear,bad,agra
6495,3,apr,hot,hot,too dry,dry,pockets,bad,agra
6496,4,may,scorching,hot,nice,rainy,pockets,bad,agra
6497,5,jun,scorching,hot,nice,dry,pockets,bad,agra
6498,6,jul,scorching,hot,nice,rainy,cloudy,bad,agra
6499,7,aug,scorching,hot,sweaty,rainy,cloudy,okay,agra
6500,8,sep,scorching,hot,sweaty,rainy,cloudy,okay,agra
6501,9,oct,hot,hot,nice,rainy,pockets,bad,agra
6502,10,nov,warm,warm,nice,dry,pockets,bad,agra
6503,11,dec,mild,mild,nice,dry,pockets,bad,agra
6504,0,jan,freezing,freezing,damp,dry,cloudy,clean,elkhart
6505,1,feb,freezing,freezing,damp,rainy,cloudy,clean,elkhart
6506,2,mar,cold,cold,nice,rainy,pockets,clean,elkhart
6507,3,apr,cool,cool,nice,rainy,pockets,clean,elkhart
6508,4,may,cool,cool,nice,rainy,cloudy,clean,elkhart
6509,5,jun,warm,warm,sweaty,rainy,cloudy,clean,elkhart
6510,6,jul,warm,warm,nice,rainy,pockets,clean,elkhart
6511,7,aug,hot,warm,sweaty,rainy,pockets,clean,elkhart
6512,8,sep,warm,warm,nice,rainy,pockets,clean,elkhart
6513,9,oct,mild,mild,nice,rainy,cloudy,clean,elkhart
6514,10,nov,cold,very cold,nice,dry,cloudy,clean,elkhart
6515,11,dec,cold,very cold,damp,rainy,cloudy,clean,elkhart
6516,0,jan,cool,cool,damp,rainy,cloudy,safe,rhodes
6517,1,feb,cool,cool,damp,dry,pockets,seek shade,rhodes
6518,2,mar,cool,cool,nice,dry,pockets,seek shade,rhodes
6519,3,apr,mild,mild,nice,dry,pockets,avoid sun,rhodes
6520,4,may,warm,warm,nice,dry,pockets,avoid sun,rhodes
6521,5,jun,warm,warm,nice,dry,clear,avoid sun,rhodes
6522,6,jul,hot,hot,nice,dry,clear,avoid sun,rhodes
6523,7,aug,hot,hot,nice,dry,clear,avoid sun,rhodes
6524,8,sep,warm,very warm,nice,dry,clear,avoid sun,rhodes
6525,9,oct,mild,mild,nice,dry,pockets,seek shade,rhodes
6526,10,nov,mild,mild,nice,dry,cloudy,seek shade,rhodes
6527,11,dec,cool,cool,damp,rainy,cloudy,safe,rhodes
6528,0,jan,cold,cold,damp,dry,cloudy,safe,baku
6529,1,feb,cold,cold,damp,dry,cloudy,safe,baku
6530,2,mar,cold,cold,damp,dry,cloudy,seek shade,baku
6531,3,apr,cool,cool,nice,dry,pockets,avoid sun,baku
6532,4,may,mild,mild,nice,dry,pockets,avoid sun,baku
6533,5,jun,warm,warm,nice,dry,clear,avoid sun,baku
6534,6,jul,hot,very warm,nice,dry,pockets,avoid sun,baku
6535,7,aug,hot,hot,nice,dry,pockets,avoid sun,baku
6536,8,sep,warm,warm,nice,dry,pockets,avoid sun,baku
6537,9,oct,cool,cool,nice,dry,cloudy,seek shade,baku
6538,10,nov,cool,cool,nice,dry,cloudy,safe,baku
6539,11,dec,cold,cool,damp,dry,cloudy,safe,baku
6540,0,jan,mild,mild,nice,dry,pockets,seek shade,alexandria
6541,1,feb,cool,cool,nice,dry,pockets,seek shade,alexandria
6542,2,mar,cool,cool,nice,dry,pockets,avoid sun,alexandria
6543,3,apr,mild,mild,nice,dry,pockets,avoid sun,alexandria
6544,4,may,warm,warm,nice,dry,pockets,avoid sun,alexandria
6545,5,jun,warm,warm,nice,dry,pockets,avoid sun,alexandria
6546,6,jul,hot,very warm,sweaty,dry,pockets,avoid sun,alexandria
6547,7,aug,hot,very warm,sweaty,dry,pockets,avoid sun,alexandria
6548,8,sep,hot,very warm,nice,dry,pockets,avoid sun,alexandria
6549,9,oct,warm,warm,nice,dry,pockets,avoid sun,alexandria
6550,10,nov,warm,warm,nice,dry,pockets,seek shade,alexandria
6551,11,dec,cool,cool,nice,rainy,cloudy,seek shade,alexandria
6552,0,jan,hot,very warm,sweaty,rainy,cloudy,avoid sun,galle
6553,1,feb,hot,very warm,sweaty,rainy,cloudy,avoid sun,galle
6554,2,mar,hot,very warm,sweaty,rainy,cloudy,avoid sun,galle
6555,3,apr,hot,very warm,sweaty,rainy,cloudy,avoid sun,galle
6556,4,may,hot,very warm,sweaty,rainy,overcast,avoid sun,galle
6557,5,jun,hot,very warm,sweaty,rainy,cloudy,avoid sun,galle
6558,6,jul,hot,very warm,sweaty,rainy,overcast,avoid sun,galle
6559,7,aug,hot,very warm,sweaty,rainy,overcast,avoid sun,galle
6560,8,sep,hot,very warm,sweaty,rainy,overcast,avoid sun,galle
6561,9,oct,hot,very warm,sweaty,rainy,cloudy,avoid sun,galle
6562,10,nov,hot,very warm,sweaty,rainy,overcast,avoid sun,galle
6563,11,dec,hot,very warm,sweaty,rainy,cloudy,avoid sun,galle
6564,0,jan,scorching,hot,nice,dry,pockets,avoid sun,ibadan
6565,1,feb,scorching,hot,nice,dry,pockets,avoid sun,ibadan
6566,2,mar,scorching,hot,sweaty,rainy,cloudy,avoid sun,ibadan
6567,3,apr,scorching,hot,sweaty,rainy,cloudy,avoid sun,ibadan
6568,4,may,scorching,hot,sweaty,rainy,cloudy,avoid sun,ibadan
6569,5,jun,hot,very warm,sweaty,rainy,cloudy,avoid sun,ibadan
6570,6,jul,hot,warm,sweaty,rainy,cloudy,avoid sun,ibadan
6571,7,aug,warm,warm,nice,rainy,overcast,avoid sun,ibadan
6572,8,sep,hot,very warm,sweaty,rainy,overcast,avoid sun,ibadan
6573,9,oct,hot,very warm,sweaty,rainy,cloudy,avoid sun,ibadan
6574,10,nov,scorching,hot,sweaty,dry,cloudy,avoid sun,ibadan
6575,11,dec,hot,hot,nice,dry,cloudy,avoid sun,ibadan
6576,0,jan,cool,cool,nice,rainy,cloudy,clean,birmingham-al
6577,1,feb,cold,cold,nice,rainy,cloudy,clean,birmingham-al
6578,2,mar,mild,mild,nice,rainy,cloudy,clean,birmingham-al
6579,3,apr,mild,mild,nice,rainy,pockets,clean,birmingham-al
6580,4,may,warm,warm,nice,rainy,pockets,clean,birmingham-al
6581,5,jun,hot,very warm,sweaty,rainy,cloudy,clean,birmingham-al
6582,6,jul,hot,very warm,sweaty,rainy,cloudy,clean,birmingham-al
6583,7,aug,hot,very warm,sweaty,rainy,pockets,clean,birmingham-al
6584,8,sep,warm,warm,sweaty,rainy,cloudy,clean,birmingham-al
6585,9,oct,warm,warm,nice,rainy,pockets,clean,birmingham-al
6586,10,nov,cool,cool,nice,dry,pockets,clean,birmingham-al
6587,11,dec,mild,cool,nice,rainy,cloudy,clean,birmingham-al
6588,0,jan,cool,cool,damp,rainy,cloudy,clean,san-jose
6589,1,feb,cool,cool,nice,dry,pockets,okay,san-jose
6590,2,mar,cool,cool,nice,dry,pockets,okay,san-jose
6591,3,apr,mild,cool,nice,dry,pockets,okay,san-jose
6592,4,may,mild,mild,nice,dry,pockets,okay,san-jose
6593,5,jun,warm,warm,nice,dry,pockets,okay,san-jose
6594,6,jul,warm,warm,nice,dry,pockets,okay,san-jose
6595,7,aug,warm,warm,nice,dry,pockets,okay,san-jose
6596,8,sep,warm,warm,nice,dry,pockets,okay,san-jose
6597,9,oct,mild,mild,nice,rainy,pockets,okay,san-jose
6598,10,nov,cool,cool,nice,dry,pockets,okay,san-jose
6599,11,dec,cool,cool,damp,rainy,cloudy,clean,san-jose
6600,0,jan,warm,warm,nice,rainy,cloudy,avoid sun,kigali
6601,1,feb,warm,warm,nice,rainy,cloudy,avoid sun,kigali
6602,2,mar,warm,warm,nice,rainy,cloudy,avoid sun,kigali
6603,3,apr,mild,mild,nice,rainy,cloudy,avoid sun,kigali
6604,4,may,mild,mild,nice,rainy,cloudy,avoid sun,kigali
6605,5,jun,warm,warm,nice,dry,cloudy,avoid sun,kigali
6606,6,jul,warm,warm,nice,dry,cloudy,avoid sun,kigali
6607,7,aug,warm,warm,nice,dry,cloudy,avoid sun,kigali
6608,8,sep,warm,warm,nice,rainy,cloudy,avoid sun,kigali
6609,9,oct,warm,warm,nice,rainy,cloudy,avoid sun,kigali
6610,10,nov,warm,warm,nice,rainy,cloudy,avoid sun,kigali
6611,11,dec,mild,mild,nice,rainy,cloudy,avoid sun,kigali
6612,0,jan,freezing,freezing,nice,dry,cloudy,okay,astana
6613,1,feb,freezing,freezing,nice,dry,cloudy,okay,astana
6614,2,mar,freezing,freezing,damp,dry,cloudy,okay,astana
6615,3,apr,cold,cold,nice,dry,cloudy,okay,astana
6616,4,may,mild,mild,nice,dry,pockets,clean,astana
6617,5,jun,mild,mild,nice,dry,cloudy,okay,astana
6618,6,jul,warm,warm,nice,dry,cloudy,okay,astana
6619,7,aug,warm,warm,nice,dry,pockets,okay,astana
6620,8,sep,cool,cool,nice,rainy,cloudy,okay,astana
6621,9,oct,cold,cold,nice,dry,cloudy,okay,astana
6622,10,nov,freezing,freezing,nice,dry,cloudy,okay,astana
6623,11,dec,freezing,freezing,nice,dry,cloudy,okay,astana
6624,0,jan,freezing,very cold,damp,rainy,cloudy,clean,dayton
6625,1,feb,freezing,freezing,damp,rainy,cloudy,clean,dayton
6626,2,mar,cool,cool,nice,rainy,pockets,clean,dayton
6627,3,apr,cool,cool,nice,rainy,cloudy,clean,dayton
6628,4,may,cool,cool,nice,rainy,cloudy,clean,dayton
6629,5,jun,hot,warm,sweaty,rainy,pockets,clean,dayton
6630,6,jul,hot,warm,sweaty,rainy,pockets,clean,dayton
6631,7,aug,hot,very warm,sweaty,rainy,pockets,clean,dayton
6632,8,sep,warm,warm,nice,rainy,pockets,clean,dayton
6633,9,oct,mild,mild,nice,rainy,cloudy,clean,dayton
6634,10,nov,cold,cold,nice,rainy,pockets,clean,dayton
6635,11,dec,cold,cold,nice,rainy,cloudy,clean,dayton
6636,0,jan,cold,cold,nice,dry,cloudy,bad,huaian
6637,1,feb,cold,cool,nice,dry,pockets,bad,huaian
6638,2,mar,cool,cool,nice,dry,cloudy,bad,huaian
6639,3,apr,mild,mild,nice,dry,cloudy,bad,huaian
6640,4,may,warm,warm,nice,rainy,cloudy,bad,huaian
6641,5,jun,hot,very warm,sweaty,rainy,cloudy,bad,huaian
6642,6,jul,scorching,hot,sweaty,rainy,cloudy,okay,huaian
6643,7,aug,hot,very warm,sweaty,rainy,cloudy,okay,huaian
6644,8,sep,hot,very warm,sweaty,rainy,cloudy,okay,huaian
6645,9,oct,mild,mild,nice,rainy,cloudy,bad,huaian
6646,10,nov,cool,cool,nice,dry,pockets,bad,huaian
6647,11,dec,cold,cool,nice,dry,pockets,bad,huaian
6648,0,jan,freezing,freezing,damp,dry,cloudy,clean,waterloo
6649,1,feb,freezing,freezing,damp,rainy,cloudy,clean,waterloo
6650,2,mar,cold,very cold,damp,rainy,pockets,clean,waterloo
6651,3,apr,cool,cool,nice,rainy,cloudy,clean,waterloo
6652,4,may,cool,cool,nice,dry,pockets,clean,waterloo
6653,5,jun,warm,warm,nice,rainy,pockets,clean,waterloo
6654,6,jul,warm,warm,nice,rainy,pockets,clean,waterloo
6655,7,aug,warm,warm,nice,rainy,pockets,clean,waterloo
6656,8,sep,mild,mild,nice,rainy,pockets,clean,waterloo
6657,9,oct,cool,cool,nice,rainy,cloudy,clean,waterloo
6658,10,nov,cold,very cold,damp,dry,cloudy,clean,waterloo
6659,11,dec,freezing,very cold,damp,rainy,cloudy,clean,waterloo
6660,0,jan,mild,mild,nice,dry,pockets,seek shade,bareilly
6661,1,feb,mild,mild,nice,dry,pockets,avoid sun,bareilly
6662,2,mar,warm,hot,nice,dry,clear,avoid sun,bareilly
6663,3,apr,hot,hot,too dry,dry,pockets,avoid sun,bareilly
6664,4,may,hot,hot,nice,rainy,pockets,avoid sun,bareilly
6665,5,jun,scorching,hot,nice,rainy,pockets,avoid sun,bareilly
6666,6,jul,scorching,hot,sweaty,rainy,cloudy,avoid sun,bareilly
6667,7,aug,scorching,hot,sweaty,rainy,cloudy,avoid sun,bareilly
6668,8,sep,hot,hot,sweaty,rainy,cloudy,avoid sun,bareilly
6669,9,oct,hot,very warm,nice,rainy,pockets,avoid sun,bareilly
